id|nombre_completo|tipo_documento|numero_documento|tipo_telefono|telefono_contacto|correo_electronico|direccion|tipo_solicitud|fecha_radicacion|canal_recepcion|asunto_titulo|descripcion_detallada|tipo_mascota|campus_relacionado|fecha_maxima_respuesta|estado_peticion|usuario_registro
684|Manuela José Jaramillo Cano|CC|1064396487|Fijo|3033127235|manuela.cano684@gmail.com|Transversal 107 #88-20|Reclamo|2026-01-03 17:18:40|Página web|Reclamo por pérdida de historia clínica|La historia clínica de mi perro no fue encontrada en el sistema al momento de mi última visita.|Perro|Campus Medellín - Edificio de Extensión|2026-02-02 17:18:40|Registrada|jbedoya_udea
685|Catalina Camila Ortiz Quintero|CC|1073703709|Celular|3178349939|catalina.quintero685@hotmail.com|Avenida 96 #76-76|Reclamo|2026-01-22 16:26:14|Redes sociales|Reclamo por cancelación de cita|Mi cita para mi gato fue cancelada sin previo aviso y no fui reprogramado, por lo cual presento este reclamo.|Gato|Campus Medellín - Casas Patrimoniales|2026-02-21 16:26:14|Registrada|admin_udea
686|Laura Alejandro Peña Herrera|TI|1074595529|Corporativo|3263176081|laura.herrera686@correo.com|Diagonal 86 #16-38|Reclamo|2026-08-09 15:50:28|Teléfono|Reclamo por cancelación de cita|Mi cita para mi perro fue cancelada sin previo aviso y no fui reprogramado, por lo cual presento este reclamo.|Perro|Campus Medellín - Antigua Escuela de Derecho|2026-09-08 15:50:28|En proceso|lrestrepo_udea
687|Juan Alejandro Palacio Betancur|TI|1073117356|Fijo|3227944871|juan.betancur687@gmail.com|Diagonal 32 #23-4|Reclamo|2026-04-24 14:03:11|Correo electrónico|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi perro.|Perro|Campus Medellín - Edificio San Ignacio|2026-05-24 14:03:11|En proceso|apineda_udea
688|Fernando Alejandro Ceballos Jaramillo|CC|1050627873|Otro|3018466916|fernando.jaramillo688@udea.edu.co|Diagonal 17 #89-48|Reclamo|2026-01-18 11:42:46|Teléfono|Reclamo por diagnóstico erróneo|Considero que el diagnóstico entregado inicialmente no correspondía a la condición real de mi otro.|Otro|Campus Medellín - Casas Patrimoniales|2026-02-17 11:42:46|Solucionada|mtorres_udea
689|Alejandra Valentina Franco Sánchez|PP|1031816480|Celular|3192705373|alejandra.sanchez689@outlook.com|Calle 30 #80-22|Reclamo|2026-09-10 09:20:03|Otro|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi otro.|Otro|Campus Medellín - Ciudad Universitaria|2026-10-10 09:20:03|Solucionada|lrestrepo_udea
690|Miguel Alejandro Quintero Betancourt|CC|1009042884|Otro|3104451254|miguel.betancourt690@gmail.com|Transversal 22 #82-41|Reclamo|2026-09-10 07:02:43|Otro|Reclamo por diagnóstico erróneo|Considero que el diagnóstico entregado inicialmente no correspondía a la condición real de mi otro.|Otro|Campus Medellín - Edificio de Extensión|2026-10-10 07:02:43|En proceso|mvelez_udea
691|Tatiana Alejandro Londoño Franco|NIT|849418193|Otro|3256677414|tatiana.franco691@gmail.com|Carrera 120 #31-30|Reclamo|2026-07-28 13:29:28|Otro|Reclamo por pérdida de historia clínica|La historia clínica de mi otro no fue encontrada en el sistema al momento de mi última visita.|Otro|Campus en el Área de la salud|2026-08-27 13:29:28|Registrada|jgomez_udea
692|María Camila Londoño Palacio|NIT|884659418|Otro|3022406604|maria.palacio692@gmail.com|Avenida 61 #77-61|Reclamo|2026-03-14 11:34:46|Teléfono|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi perro.|Perro|Campus Medellín - Ciudad Universitaria|2026-04-13 11:34:46|Registrada|mvelez_udea
693|Rodrigo Valentina Gutiérrez Mejía|CE|1054284922|Celular|3041069987|rodrigo.mejia693@udea.edu.co|Diagonal 111 #51-82|Reclamo|2026-04-26 07:28:32|Presencial|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi otro tardaron más de lo informado inicialmente.|Otro|Campus Medellín - Sede de Posgrado|2026-05-26 07:28:32|Solucionada|apineda_udea
694|Nicolás Valentina Serna Escobar|PP|1029705730|Corporativo|3282222864|nicolas.escobar694@gmail.com|Transversal 113 #55-46|Reclamo|2026-03-24 07:23:14|Redes sociales|Reclamo por cancelación de cita|Mi cita para mi otro fue cancelada sin previo aviso y no fui reprogramado, por lo cual presento este reclamo.|Otro|Campus Medellín - Casas Patrimoniales|2026-04-23 07:23:14|En proceso|dgiraldo_udea
695|Alexander Montoya Quintero|CE|1016634613|Otro|3092922515|alexander.quintero695@outlook.com|Calle 10 #78-48|Reclamo|2026-07-06 12:14:58|Correo electrónico|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi perro tardaron más de lo informado inicialmente.|Perro|Campus en el Área de la salud|2026-08-05 12:14:58|Registrada|jgomez_udea
696|Julián David Mejía Cano|CE|1001428218|Fijo|3081611979|julian.cano696@correo.com|Diagonal 4 #62-71|Reclamo|2026-02-19 17:30:10|Presencial|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi perro tardaron más de lo informado inicialmente.|Perro|Campus Medellín - Sede de Posgrado|2026-03-21 17:30:10|Registrada|rquintero_udea
697|Carolina Fernanda Giraldo Zapata|CC|1057391620|Celular|3258070971|carolina.zapata697@correo.com|Avenida 97 #53-79|Reclamo|2026-09-05 10:04:59|Presencial|Reclamo por cancelación de cita|Mi cita para mi otro fue cancelada sin previo aviso y no fui reprogramado, por lo cual presento este reclamo.|Otro|Campus Medellín - Casas Patrimoniales|2026-10-05 10:04:59|Solucionada|cparra_udea
698|Carlos David Franco Aristizábal|CC|1063527229|Otro|3067833549|carlos.aristizabal698@outlook.com|Diagonal 35 #56-72|Reclamo|2026-03-28 16:45:22|Correo electrónico|Reclamo por cancelación de cita|Mi cita para mi perro fue cancelada sin previo aviso y no fui reprogramado, por lo cual presento este reclamo.|Perro|Campus Medellín - Edificio Antioquia|2026-04-27 16:45:22|En proceso|fherrera_udea
699|Álvaro Andrés Muñoz Torres|CE|1054928927|Otro|3293689362|alvaro.torres699@gmail.com|Transversal 66 #97-16|Reclamo|2026-06-26 10:14:52|Página web|Reclamo por cancelación de cita|Mi cita para mi otro fue cancelada sin previo aviso y no fui reprogramado, por lo cual presento este reclamo.|Otro|Campus Medellín - Edificio de Extensión|2026-07-26 10:14:52|Solucionada|rquintero_udea
700|Emmanuel David Palacio Escobar|CC|1011404713|Corporativo|3271989013|emmanuel.escobar700@correo.com|Diagonal 64 #9-63|Reclamo|2026-08-07 15:54:40|Otro|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi gato.|Gato|Campus Medellín - Ciudadela Robledo|2026-09-06 15:54:40|Solucionada|scardenas_udea
701|Sofía Gutiérrez Aristizábal|NIT|811223275|Otro|3188116213|sofia.aristizabal701@hotmail.com|Transversal 79 #89-15|Reclamo|2026-07-23 13:58:27|Redes sociales|Reclamo por pérdida de historia clínica|La historia clínica de mi gato no fue encontrada en el sistema al momento de mi última visita.|Gato|Campus Medellín - Ciudadela Robledo|2026-08-22 13:58:27|Registrada|cparra_udea
702|Tatiana Antonia Duque Arboleda|CC|1057778930|Otro|3279962723|tatiana.arboleda702@gmail.com|Avenida 31 #88-80|Reclamo|2026-03-20 17:56:57|Correo electrónico|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi otro tardaron más de lo informado inicialmente.|Otro|Campus Medellín - Sede de Posgrado|2026-04-19 17:56:57|Solucionada|lrestrepo_udea
703|Sebastián Alejandro Serna Zuluaga|TI|1040953941|Fijo|3255895285|sebastian.zuluaga703@correo.com|Carrera 93 #56-48|Reclamo|2026-09-27 17:53:39|Redes sociales|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi otro tardaron más de lo informado inicialmente.|Otro|Campus Medellín - Casas Patrimoniales|2026-10-27 17:53:39|Solucionada|dgiraldo_udea
704|Alexander Esteban Bedoya Ospina|CE|1025780108|Celular|3028830913|alexander.ospina704@gmail.com|Avenida 69 #53-52|Reclamo|2026-01-16 15:56:56|Página web|Reclamo por diagnóstico erróneo|Considero que el diagnóstico entregado inicialmente no correspondía a la condición real de mi otro.|Otro|Campus Medellín - Sede de Posgrado|2026-02-15 15:56:56|En proceso|fherrera_udea
705|Gabriela José Peña Restrepo|TI|1044513736|Otro|3152247100|gabriela.restrepo705@udea.edu.co|Carrera 35 #32-89|Reclamo|2026-09-23 17:25:15|Redes sociales|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi gato tardaron más de lo informado inicialmente.|Gato|Campus Medellín - Ciudadela Robledo|2026-10-23 17:25:15|Registrada|mtorres_udea
706|Paula Andrés Correa Arboleda|PP|1040533832|Fijo|3206942886|paula.arboleda706@udea.edu.co|Carrera 48 #89-39|Reclamo|2026-05-08 10:33:54|Teléfono|Reclamo por cancelación de cita|Mi cita para mi perro fue cancelada sin previo aviso y no fui reprogramado, por lo cual presento este reclamo.|Perro|Campus Medellín - Antigua Escuela de Derecho|2026-06-07 10:33:54|En proceso|admin_udea
707|Tatiana Alejandro Álvarez Gómez|PP|1003514935|Celular|3226239048|tatiana.gomez707@udea.edu.co|Diagonal 91 #9-47|Reclamo|2026-07-17 10:56:50|Correo electrónico|Reclamo por pérdida de historia clínica|La historia clínica de mi otro no fue encontrada en el sistema al momento de mi última visita.|Otro|Campus Medellín - Casas Patrimoniales|2026-08-16 10:56:50|Registrada|apineda_udea
708|Alejandra José Marín Higuita|CE|1042705712|Corporativo|3239396145|alejandra.higuita708@udea.edu.co|Avenida 16 #9-80|Reclamo|2026-02-07 17:01:18|Otro|Reclamo por pérdida de historia clínica|La historia clínica de mi gato no fue encontrada en el sistema al momento de mi última visita.|Gato|Campus Medellín - Antigua Escuela de Derecho|2026-03-09 17:01:18|En proceso|mvelez_udea
709|Paula Alejandro Vargas López|TI|1067958581|Corporativo|3237992977|paula.lopez709@gmail.com|Calle 81 #33-47|Reclamo|2026-03-21 13:16:26|Redes sociales|Reclamo por diagnóstico erróneo|Considero que el diagnóstico entregado inicialmente no correspondía a la condición real de mi perro.|Perro|Campus Medellín - Casas Patrimoniales|2026-04-20 13:16:26|Solucionada|apineda_udea
710|Alejandra Esteban Castaño Ocampo|CC|1043576075|Celular|3201506259|alejandra.ocampo710@outlook.com|Diagonal 98 #29-97|Reclamo|2026-03-07 07:54:12|Redes sociales|Reclamo por diagnóstico erróneo|Considero que el diagnóstico entregado inicialmente no correspondía a la condición real de mi otro.|Otro|Campus Medellín - Ciudad Universitaria|2026-04-06 07:54:12|En proceso|mtorres_udea
711|David Sofía Quintero Villa|CC|1090884615|Fijo|3007076488|david.villa711@correo.com|Calle 33 #76-98|Reclamo|2026-05-16 17:27:58|Correo electrónico|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi perro tardaron más de lo informado inicialmente.|Perro|Campus en el Área de la salud|2026-06-15 17:27:58|En proceso|jgomez_udea
712|Carlos Fernanda Correa Rodríguez|TI|1055374670|Fijo|3085291762|carlos.rodriguez712@correo.com|Transversal 61 #60-10|Reclamo|2026-01-08 16:10:17|Página web|Reclamo por pérdida de historia clínica|La historia clínica de mi otro no fue encontrada en el sistema al momento de mi última visita.|Otro|Campus Medellín - Antigua Escuela de Derecho|2026-02-07 16:10:17|Registrada|apineda_udea
713|Miguel Esteban Uribe Rodríguez|NIT|814342036|Fijo|3104726806|miguel.rodriguez713@outlook.com|Carrera 100 #14-76|Reclamo|2026-09-05 15:34:54|Redes sociales|Reclamo por diagnóstico erróneo|Considero que el diagnóstico entregado inicialmente no correspondía a la condición real de mi otro.|Otro|Campus Medellín - Antigua Escuela de Derecho|2026-10-05 15:34:54|En proceso|lrestrepo_udea
714|Isabella David Pérez Sánchez|TI|1049208160|Fijo|3118032168|isabella.sanchez714@hotmail.com|N/A|Reclamo|2026-09-15 12:07:37|Correo electrónico|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi perro tardaron más de lo informado inicialmente.|Perro|Campus Medellín - Sede de Posgrado|2026-10-15 12:07:37|Registrada|rquintero_udea
715|Emmanuel Quintero Escobar|PP|1083527624|Otro|3234053497|emmanuel.escobar715@gmail.com|Diagonal 39 #90-88|Reclamo|2026-09-22 07:06:33|Página web|Reclamo por cancelación de cita|Mi cita para mi otro fue cancelada sin previo aviso y no fui reprogramado, por lo cual presento este reclamo.|Otro|Campus Medellín - Edificio Antioquia|2026-10-22 07:06:33|Solucionada|scardenas_udea
716|Rodrigo Valentina Arboleda Ospina|NIT|894433675|Corporativo|3059537570|rodrigo.ospina716@correo.com|Calle 23 #10-49|Reclamo|2026-04-15 07:45:51|Página web|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi perro.|Perro|Campus Medellín - Edificio Antioquia|2026-05-15 07:45:51|En proceso|rquintero_udea
717|Gabriela Sofía Salazar Londoño|CE|1090265452|Celular|3245425827|gabriela.londono717@hotmail.com|Calle 69 #52-82|Reclamo|2026-05-08 09:23:12|Otro|Reclamo por pérdida de historia clínica|La historia clínica de mi otro no fue encontrada en el sistema al momento de mi última visita.|Otro|Campus en el Área de la salud|2026-06-07 09:23:12|Solucionada|fherrera_udea
718|Catalina José Ríos Cárdenas|NIT|832222033|Corporativo|3129104640|catalina.cardenas718@gmail.com|Carrera 42 #48-75|Reclamo|2026-06-19 08:47:35|Correo electrónico|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi otro tardaron más de lo informado inicialmente.|Otro|Campus Medellín - Ciudad Universitaria|2026-07-19 08:47:35|Solucionada|jgomez_udea
719|Carlos José Ocampo Restrepo|TI|1055180453|Corporativo|3196080732|carlos.restrepo719@gmail.com|Calle 36 #87-75|Reclamo|2026-08-25 07:27:06|Correo electrónico|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi gato.|Gato|Campus en el Área de la salud|2026-09-24 07:27:06|En proceso|admin_udea
720|Álvaro José Ortiz Gómez|CE|1063516045|Celular|3299522808|alvaro.gomez720@hotmail.com|Carrera 115 #68-97|Reclamo|2026-08-13 12:37:52|Teléfono|Reclamo por cancelación de cita|Mi cita para mi otro fue cancelada sin previo aviso y no fui reprogramado, por lo cual presento este reclamo.|Otro|Campus en el Área de la salud|2026-09-12 12:37:52|Registrada|jbedoya_udea
721|Felipe José Cano Cadavid|NIT|852419390|Fijo|3271103389|felipe.cadavid721@outlook.com|Diagonal 40 #94-35|Reclamo|2026-02-27 11:13:32|Página web|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi otro tardaron más de lo informado inicialmente.|Otro|Campus Medellín - Edificio de Extensión|2026-03-29 11:13:32|Solucionada|lrestrepo_udea
722|Angélica David Franco Betancourt|CE|1037975631|Otro|3211097130|angelica.betancourt722@outlook.com|Carrera 50 #64-13|Reclamo|2026-06-24 17:21:06|Redes sociales|Reclamo por diagnóstico erróneo|Considero que el diagnóstico entregado inicialmente no correspondía a la condición real de mi perro.|Perro|Campus Medellín - Edificio San Ignacio|2026-07-24 17:21:06|En proceso|fherrera_udea
723|Santiago Camila Muñoz Builes|NIT|876421959|Otro|3002825250|santiago.builes723@gmail.com|Avenida 12 #62-53|Reclamo|2026-03-28 14:56:16|Correo electrónico|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi gato.|Gato|Campus Medellín - Sede de Posgrado|2026-04-27 14:56:16|En proceso|apineda_udea
724|Óscar José López Londoño|CC|1059046850|Corporativo|3185647647|oscar.londono724@hotmail.com|Carrera 43 #8-80|Reclamo|2026-02-14 16:05:59|Otro|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi otro tardaron más de lo informado inicialmente.|Otro|Campus Medellín - Edificio de Extensión|2026-03-16 16:05:59|En proceso|jgomez_udea
725|Ximena Valentina Gómez Ospina|NIT|892131830|Corporativo|3216491932|ximena.ospina725@gmail.com|Avenida 33 #95-47|Reclamo|2026-01-22 08:36:36|Presencial|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi otro.|Otro|Campus Medellín - Antigua Escuela de Derecho|2026-02-21 08:36:36|Solucionada|mtorres_udea
726|Isabella Antonia Correa Escobar|CE|1077369049|Fijo|3101786751|isabella.escobar726@hotmail.com|Diagonal 30 #36-33|Reclamo|2026-08-16 09:08:40|Correo electrónico|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi perro tardaron más de lo informado inicialmente.|Perro|Campus Medellín - Sede de Posgrado|2026-09-15 09:08:40|Registrada|lrestrepo_udea
727|Óscar Ramírez Cadavid|NIT|869899020|Otro|3206083144|oscar.cadavid727@outlook.com|Diagonal 18 #5-72|Reclamo|2026-09-01 12:48:48|Presencial|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi perro tardaron más de lo informado inicialmente.|Perro|Campus Medellín - Antigua Escuela de Derecho|2026-10-01 12:48:48|Solucionada|cparra_udea
728|Valeria Betancourt Serna|TI|1021443556|Fijo|3205922031|valeria.serna728@hotmail.com|Diagonal 38 #89-91|Reclamo|2026-08-10 09:50:32|Correo electrónico|Reclamo por diagnóstico erróneo|Considero que el diagnóstico entregado inicialmente no correspondía a la condición real de mi otro.|Otro|Campus Medellín - Sede de Posgrado|2026-09-09 09:50:32|En proceso|mvelez_udea
729|Óscar Esteban Marín Torres|CC|1054380681|Fijo|3126133270|oscar.torres729@gmail.com|Calle 17 #21-81|Reclamo|2026-05-22 08:39:45|Redes sociales|Reclamo por pérdida de historia clínica|La historia clínica de mi perro no fue encontrada en el sistema al momento de mi última visita.|Perro|Campus Medellín - Ciudad Universitaria|2026-06-21 08:39:45|Registrada|apineda_udea
730|Valentina Sofía Cano Correa|CE|1049435672|Corporativo|3193566240|valentina.correa730@correo.com|Diagonal 38 #13-77|Reclamo|2026-07-07 12:42:46|Correo electrónico|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi otro.|Otro|Campus Medellín - Edificio Antioquia|2026-08-06 12:42:46|Registrada|dgiraldo_udea
731|Andrés Antonia Álvarez Vargas|PP|1097688463|Fijo|3154040424|andres.vargas731@udea.edu.co|Calle 21 #15-59|Reclamo|2026-08-08 12:23:42|Redes sociales|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi otro tardaron más de lo informado inicialmente.|Otro|Campus Medellín - Antigua Escuela de Derecho|2026-09-07 12:23:42|Solucionada|cparra_udea
732|María Sofía Ceballos Duque|NIT|822082802|Corporativo|3217795906|maria.duque732@hotmail.com|Avenida 11 #71-44|Reclamo|2026-07-10 16:47:17|Presencial|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi perro tardaron más de lo informado inicialmente.|Perro|Campus en el Área de la salud|2026-08-09 16:47:17|Solucionada|lrestrepo_udea
733|David David Londoño Franco|PP|1013765464|Fijo|3218428561|david.franco733@gmail.com|Diagonal 80 #46-46|Reclamo|2026-07-11 08:39:50|Teléfono|Reclamo por diagnóstico erróneo|Considero que el diagnóstico entregado inicialmente no correspondía a la condición real de mi gato.|Gato|Campus Medellín - Ciudadela Robledo|2026-08-10 08:39:50|Solucionada|cparra_udea
734|Mariana Sofía Ocampo Escobar|PP|1072374525|Corporativo|3044515775|mariana.escobar734@outlook.com|Diagonal 52 #92-8|Reclamo|2026-05-22 10:52:16|Redes sociales|Reclamo por pérdida de historia clínica|La historia clínica de mi otro no fue encontrada en el sistema al momento de mi última visita.|Otro|Campus Medellín - Casas Patrimoniales|2026-06-21 10:52:16|Solucionada|cparra_udea
735|Miguel David Muñoz Gutiérrez|TI|1078877994|Fijo|3253409643|miguel.gutierrez735@udea.edu.co|Avenida 75 #24-28|Reclamo|2026-09-05 15:04:47|Teléfono|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi perro.|Perro|Campus Medellín - Edificio San Ignacio|2026-10-05 15:04:47|En proceso|jgomez_udea
736|Ricardo José Correa Peña|PP|1049340928|Otro|3136905444|ricardo.pena736@udea.edu.co|Transversal 86 #50-55|Reclamo|2026-09-08 12:10:42|Correo electrónico|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi gato tardaron más de lo informado inicialmente.|Gato|Campus Medellín - Edificio de Extensión|2026-10-08 12:10:42|Solucionada|scardenas_udea
737|Tatiana David Álvarez Cano|CC|1042400614|Otro|3147298171|tatiana.cano737@hotmail.com|Carrera 37 #11-67|Reclamo|2026-04-02 09:44:31|Redes sociales|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi perro.|Perro|Campus Medellín - Antigua Escuela de Derecho|2026-05-02 09:44:31|Registrada|fherrera_udea
738|Luisa Antonia Mejía Higuita|PP|1020368524|Fijo|3094151926|luisa.higuita738@udea.edu.co|Avenida 30 #83-64|Reclamo|2026-09-03 10:58:44|Correo electrónico|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi otro.|Otro|Campus Medellín - Edificio San Ignacio|2026-10-03 10:58:44|Registrada|mtorres_udea
739|Fernando Sofía Londoño Pérez|TI|1075001497|Otro|3128278276|fernando.perez739@gmail.com|Transversal 83 #42-3|Reclamo|2026-04-22 17:54:57|Presencial|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi otro.|Otro|Campus Medellín - Edificio de Extensión|2026-05-22 17:54:57|Registrada|scardenas_udea
740|Adriana Fernanda Muñoz Zuluaga|CE|1069470848|Celular|3015080151|adriana.zuluaga740@gmail.com|Avenida 112 #99-60|Reclamo|2026-08-23 14:24:02|Teléfono|Reclamo por cancelación de cita|Mi cita para mi gato fue cancelada sin previo aviso y no fui reprogramado, por lo cual presento este reclamo.|Gato|Campus Medellín - Antigua Escuela de Derecho|2026-09-22 14:24:02|En proceso|fherrera_udea
741|Iván Antonia Herrera Gutiérrez|TI|1020036657|Celular|3099562875|ivan.gutierrez741@hotmail.com|Transversal 93 #46-89|Reclamo|2026-06-01 15:17:25|Presencial|Reclamo por diagnóstico erróneo|Considero que el diagnóstico entregado inicialmente no correspondía a la condición real de mi otro.|Otro|Campus Medellín - Sede de Posgrado|2026-07-01 15:17:25|Registrada|apineda_udea
742|Alexander Esteban Serna Aristizábal|TI|1057607819|Celular|3245756607|alexander.aristizabal742@hotmail.com|N/A|Reclamo|2026-07-26 17:39:22|Otro|Reclamo por cancelación de cita|Mi cita para mi gato fue cancelada sin previo aviso y no fui reprogramado, por lo cual presento este reclamo.|Gato|Campus Medellín - Edificio de Extensión|2026-08-25 17:39:22|Solucionada|mvelez_udea
743|María Andrés Gutiérrez Castaño|CC|1097574439|Corporativo|3235182056|maria.castano743@outlook.com|Diagonal 52 #18-98|Reclamo|2026-06-04 08:43:19|Teléfono|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi perro.|Perro|Campus en el Área de la salud|2026-07-04 08:43:19|Solucionada|cparra_udea
744|Carlos Zapata Vargas|NIT|876964500|Corporativo|3109454538|carlos.vargas744@udea.edu.co|Transversal 72 #71-31|Reclamo|2026-03-25 12:51:06|Correo electrónico|Reclamo por diagnóstico erróneo|Considero que el diagnóstico entregado inicialmente no correspondía a la condición real de mi otro.|Otro|Campus Medellín - Edificio Antioquia|2026-04-24 12:51:06|Solucionada|apineda_udea
745|Natalia Fernanda Ortiz Álvarez|CE|1072930697|Corporativo|3107347307|natalia.alvarez745@outlook.com|Carrera 3 #85-9|Reclamo|2026-07-21 17:58:30|Presencial|Reclamo por diagnóstico erróneo|Considero que el diagnóstico entregado inicialmente no correspondía a la condición real de mi perro.|Perro|Campus Medellín - Antigua Escuela de Derecho|2026-08-20 17:58:30|En proceso|rquintero_udea
746|Isabella Valentina Cárdenas Cárdenas|NIT|850046791|Corporativo|3018806495|isabella.cardenas746@udea.edu.co|Avenida 11 #99-48|Reclamo|2026-03-16 11:54:38|Presencial|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi otro.|Otro|Campus Medellín - Edificio Antioquia|2026-04-15 11:54:38|Registrada|jbedoya_udea
747|Carlos Esteban Pérez López|PP|1078807143|Fijo|3211237319|carlos.lopez747@correo.com|N/A|Reclamo|2026-08-21 13:29:06|Otro|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi gato tardaron más de lo informado inicialmente.|Gato|Campus Medellín - Antigua Escuela de Derecho|2026-09-20 13:29:06|Registrada|mtorres_udea
748|Tatiana Valentina Cadavid Ospina|NIT|821892720|Fijo|3283290365|tatiana.ospina748@correo.com|Avenida 103 #96-1|Reclamo|2026-09-19 13:54:40|Presencial|Reclamo por diagnóstico erróneo|Considero que el diagnóstico entregado inicialmente no correspondía a la condición real de mi otro.|Otro|Campus Medellín - Edificio de Extensión|2026-10-19 13:54:40|Solucionada|admin_udea
749|Mauricio José Ramírez Gutiérrez|PP|1048231453|Corporativo|3026993389|mauricio.gutierrez749@hotmail.com|Calle 6 #22-15|Reclamo|2026-08-27 10:19:39|Redes sociales|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi gato.|Gato|Campus Medellín - Ciudad Universitaria|2026-09-26 10:19:39|Registrada|scardenas_udea
750|Diego Antonia Giraldo Villa|CC|1024593687|Corporativo|3028913653|diego.villa750@gmail.com|Diagonal 99 #75-64|Reclamo|2026-07-08 17:13:55|Teléfono|Reclamo por diagnóstico erróneo|Considero que el diagnóstico entregado inicialmente no correspondía a la condición real de mi gato.|Gato|Campus Medellín - Edificio Antioquia|2026-08-07 17:13:55|En proceso|lrestrepo_udea
751|Camila Alejandro Serna Quintero|TI|1055694885|Corporativo|3103655255|camila.quintero751@gmail.com|N/A|Reclamo|2026-08-02 12:53:07|Otro|Reclamo por diagnóstico erróneo|Considero que el diagnóstico entregado inicialmente no correspondía a la condición real de mi perro.|Perro|Campus en el Área de la salud|2026-09-01 12:53:07|En proceso|fherrera_udea
752|Rodrigo Camila Cano Restrepo|CE|1095421084|Otro|3154375037|rodrigo.restrepo752@udea.edu.co|Transversal 56 #7-15|Reclamo|2026-08-03 11:07:51|Teléfono|Reclamo por cancelación de cita|Mi cita para mi otro fue cancelada sin previo aviso y no fui reprogramado, por lo cual presento este reclamo.|Otro|Campus Medellín - Ciudadela Robledo|2026-09-02 11:07:51|Registrada|lrestrepo_udea
753|Alejandra David Montoya Herrera|CC|1051506126|Otro|3142581989|alejandra.herrera753@hotmail.com|Carrera 74 #12-44|Reclamo|2026-04-06 08:41:22|Redes sociales|Reclamo por pérdida de historia clínica|La historia clínica de mi perro no fue encontrada en el sistema al momento de mi última visita.|Perro|Campus Medellín - Antigua Escuela de Derecho|2026-05-06 08:41:22|Registrada|jbedoya_udea
754|Natalia Valentina Betancur Jaramillo|PP|1013110270|Corporativo|3274053898|natalia.jaramillo754@udea.edu.co|Carrera 85 #52-99|Reclamo|2026-08-16 10:11:23|Presencial|Reclamo por cobro indebido|Reclamo por un cobro que considero indebido en la atención veterinaria prestada a mi gato.|Gato|Campus Medellín - Ciudadela Robledo|2026-09-15 10:11:23|En proceso|rquintero_udea
755|Miguel Camila Ortiz Arboleda|CE|1003966851|Celular|3238319955|miguel.arboleda755@hotmail.com|Calle 101 #30-26|Reclamo|2026-09-18 07:57:35|Correo electrónico|Reclamo por demora en entrega de resultados|Los resultados de los exámenes practicados a mi otro tardaron más de lo informado inicialmente.|Otro|Campus Medellín - Ciudad Universitaria|2026-10-18 07:57:35|En proceso|dgiraldo_udea
