id|nombre_completo|tipo_documento|numero_documento|tipo_telefono|telefono_contacto|correo_electronico|direccion|tipo_solicitud|fecha_radicacion|canal_recepcion|asunto_titulo|descripcion_detallada|tipo_mascota|campus_relacionado|fecha_maxima_respuesta|estado_peticion|usuario_registro
703|Valeria Esteban Villa Peña|PP|1033271723|Fijo|3289412031|valeria.pena703@correo.com|Calle 15 #17-7|Sugerencia|2026-03-05 16:42:23|Otro|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi perro.|Perro|Campus Medellín - Casas Patrimoniales|2026-04-04 16:42:23|En proceso|mvelez_udea
704|Hernán David Palacio Pérez|CC|1021964905|Celular|3294048604|hernan.perez704@udea.edu.co|Carrera 71 #39-86|Sugerencia|2026-09-10 10:47:09|Otro|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi perro se estresó durante la espera.|Perro|Campus Medellín - Edificio de Extensión|2026-10-10 10:47:09|Registrada|mtorres_udea
705|Manuela José Restrepo Correa|TI|1046833875|Celular|3124661586|manuela.correa705@outlook.com|Diagonal 96 #76-80|Sugerencia|2026-02-10 09:24:25|Otro|Sugerencia de jornadas de vacunación|Sugiero realizar jornadas periódicas de vacunación gratuita en los distintos campus.|Otro|Campus en el Área de la salud|2026-03-12 09:24:25|Registrada|cparra_udea
706|Alejandra Fernanda Londoño Uribe|CE|1099604403|Otro|3263181889|alejandra.uribe706@outlook.com|Calle 59 #5-91|Sugerencia|2026-06-06 15:55:46|Presencial|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Perro|Campus Medellín - Ciudad Universitaria|2026-07-06 15:55:46|En proceso|rquintero_udea
707|Álvaro Alejandro Ospina Betancourt|TI|1022567029|Fijo|3251349868|alvaro.betancourt707@correo.com|Carrera 21 #71-91|Sugerencia|2026-06-10 07:52:59|Otro|Sugerencia de recordatorios|Propongo enviar recordatorios por correo o mensaje de texto antes de las citas programadas.|Otro|Campus Medellín - Sede de Posgrado|2026-07-10 07:52:59|Solucionada|jbedoya_udea
708|Andrés David Duque Giraldo|PP|1077136017|Otro|3066106258|andres.giraldo708@correo.com|Avenida 31 #52-98|Sugerencia|2026-06-14 08:12:48|Otro|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi otro se estresó durante la espera.|Otro|Campus Medellín - Ciudadela Robledo|2026-07-14 08:12:48|Registrada|mtorres_udea
709|Andrés Ceballos Gutiérrez|TI|1046761119|Celular|3144765537|andres.gutierrez709@gmail.com|Transversal 114 #35-48|Sugerencia|2026-08-01 16:33:05|Página web|Sugerencia de recordatorios|Propongo enviar recordatorios por correo o mensaje de texto antes de las citas programadas.|Perro|Campus Medellín - Casas Patrimoniales|2026-08-31 16:33:05|Registrada|admin_udea
710|Jorge Herrera Londoño|TI|1087569041|Celular|3299750214|jorge.londono710@hotmail.com|Carrera 120 #72-49|Sugerencia|2026-04-25 17:15:26|Página web|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi gato se estresó durante la espera.|Gato|Campus Medellín - Edificio Antioquia|2026-05-25 17:15:26|Solucionada|cparra_udea
711|Sofía José Salazar Peña|NIT|887555162|Celular|3184380292|sofia.pena711@udea.edu.co|Carrera 3 #73-62|Sugerencia|2026-06-10 10:39:10|Teléfono|Sugerencia de jornadas de vacunación|Sugiero realizar jornadas periódicas de vacunación gratuita en los distintos campus.|Perro|Campus Medellín - Casas Patrimoniales|2026-07-10 10:39:10|Registrada|apineda_udea
712|Iván Valentina Gutiérrez Escobar|CC|1050789268|Fijo|3053124604|ivan.escobar712@correo.com|Transversal 29 #38-91|Sugerencia|2026-08-13 11:41:12|Teléfono|Sugerencia de recordatorios|Propongo enviar recordatorios por correo o mensaje de texto antes de las citas programadas.|Otro|Campus Medellín - Sede de Posgrado|2026-09-12 11:41:12|Solucionada|rquintero_udea
713|Isabella Sofía Duque Ríos|CC|1066472785|Otro|3236740902|isabella.rios713@gmail.com|N/A|Sugerencia|2026-09-21 10:08:27|Redes sociales|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi perro.|Perro|Campus en el Área de la salud|2026-10-21 10:08:27|Registrada|fherrera_udea
714|Adriana Andrés Palacio Sánchez|CC|1033196785|Otro|3298896252|adriana.sanchez714@udea.edu.co|Calle 55 #66-32|Sugerencia|2026-07-05 08:55:54|Teléfono|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Perro|Campus Medellín - Sede de Posgrado|2026-08-04 08:55:54|Registrada|scardenas_udea
715|Mauricio Gutiérrez Higuita|PP|1061061198|Fijo|3171809610|mauricio.higuita715@outlook.com|Diagonal 1 #71-21|Sugerencia|2026-05-22 08:20:41|Página web|Sugerencia de jornadas de vacunación|Sugiero realizar jornadas periódicas de vacunación gratuita en los distintos campus.|Gato|Campus Medellín - Edificio de Extensión|2026-06-21 08:20:41|En proceso|lrestrepo_udea
716|Angélica Camila Jaramillo Castaño|CE|1084073005|Corporativo|3075611247|angelica.castano716@gmail.com|Transversal 76 #77-33|Sugerencia|2026-08-14 08:37:43|Teléfono|Sugerencia de recordatorios|Propongo enviar recordatorios por correo o mensaje de texto antes de las citas programadas.|Gato|Campus Medellín - Sede de Posgrado|2026-09-13 08:37:43|En proceso|scardenas_udea
717|Santiago Valentina Londoño Serna|CC|1065771396|Fijo|3147469395|santiago.serna717@correo.com|Carrera 88 #16-10|Sugerencia|2026-07-21 16:09:55|Presencial|Sugerencia de recordatorios|Propongo enviar recordatorios por correo o mensaje de texto antes de las citas programadas.|Perro|Campus Medellín - Ciudad Universitaria|2026-08-20 16:09:55|Registrada|rquintero_udea
718|Felipe Fernanda Bedoya Montoya|TI|1074268510|Celular|3025618676|felipe.montoya718@hotmail.com|Transversal 98 #8-22|Sugerencia|2026-09-25 14:11:36|Redes sociales|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi perro.|Perro|Campus en el Área de la salud|2026-10-25 14:11:36|Solucionada|apineda_udea
719|Alejandra Camila Higuita Vélez|NIT|831491975|Celular|3236955540|alejandra.velez719@udea.edu.co|Diagonal 80 #53-86|Sugerencia|2026-04-15 15:01:03|Página web|Sugerencia de jornadas de vacunación|Sugiero realizar jornadas periódicas de vacunación gratuita en los distintos campus.|Otro|Campus Medellín - Ciudad Universitaria|2026-05-15 15:01:03|Solucionada|cparra_udea
720|Natalia Fernanda Sánchez Duque|TI|1056538942|Fijo|3021002350|natalia.duque720@correo.com|Transversal 118 #16-8|Sugerencia|2026-02-16 09:07:41|Presencial|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Perro|Campus Medellín - Edificio San Ignacio|2026-03-18 09:07:41|Registrada|scardenas_udea
721|Jorge Uribe Betancur|TI|1001882602|Corporativo|3127095020|jorge.betancur721@correo.com|Avenida 22 #46-64|Sugerencia|2026-01-06 16:57:32|Redes sociales|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi perro.|Perro|Campus Medellín - Sede de Posgrado|2026-02-05 16:57:32|En proceso|apineda_udea
722|Luisa Valentina Zuluaga Pérez|NIT|810135967|Celular|3215689270|luisa.perez722@udea.edu.co|Avenida 118 #20-73|Sugerencia|2026-04-08 13:58:49|Correo electrónico|Sugerencia de jornadas de vacunación|Sugiero realizar jornadas periódicas de vacunación gratuita en los distintos campus.|Otro|Campus Medellín - Sede de Posgrado|2026-05-08 13:58:49|Solucionada|apineda_udea
723|Cristian Fernanda Duque López|PP|1095678402|Fijo|3121882317|cristian.lopez723@outlook.com|Avenida 24 #67-80|Sugerencia|2026-01-15 12:45:30|Redes sociales|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Perro|Campus Medellín - Casas Patrimoniales|2026-02-14 12:45:30|En proceso|fherrera_udea
724|Carlos Esteban Escobar Quintero|CE|1023607319|Fijo|3162761471|carlos.quintero724@hotmail.com|Transversal 62 #31-62|Sugerencia|2026-01-23 15:26:56|Presencial|Sugerencia de recordatorios|Propongo enviar recordatorios por correo o mensaje de texto antes de las citas programadas.|Gato|Campus Medellín - Edificio San Ignacio|2026-02-22 15:26:56|En proceso|scardenas_udea
725|Nicolás Esteban Palacio Londoño|TI|1057662075|Otro|3186008190|nicolas.londono725@outlook.com|Calle 43 #54-49|Sugerencia|2026-09-12 13:36:52|Otro|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi gato.|Gato|Campus en el Área de la salud|2026-10-12 13:36:52|Registrada|apineda_udea
726|Jorge José Serna Castaño|NIT|821274415|Celular|3196904391|jorge.castano726@outlook.com|Diagonal 113 #52-51|Sugerencia|2026-05-03 09:35:01|Presencial|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Gato|Campus Medellín - Sede de Posgrado|2026-06-02 09:35:01|Solucionada|rquintero_udea
727|Juan Alejandro Zapata Higuita|CC|1078134819|Celular|3217412886|juan.higuita727@outlook.com|Diagonal 35 #58-11|Sugerencia|2026-03-24 13:30:04|Redes sociales|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi perro.|Perro|Campus Medellín - Edificio Antioquia|2026-04-23 13:30:04|Registrada|jgomez_udea
728|Vanessa Alejandro Pérez Higuita|CE|1060444540|Otro|3134061351|vanessa.higuita728@gmail.com|Transversal 47 #1-44|Sugerencia|2026-07-16 16:08:28|Otro|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi otro se estresó durante la espera.|Otro|Campus Medellín - Edificio de Extensión|2026-08-15 16:08:28|Registrada|apineda_udea
729|Rodrigo Andrés Palacio Londoño|CE|1017093801|Fijo|3086910198|rodrigo.londono729@udea.edu.co|Diagonal 94 #77-68|Sugerencia|2026-03-17 09:42:46|Otro|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi gato se estresó durante la espera.|Gato|Campus Medellín - Edificio San Ignacio|2026-04-16 09:42:46|Registrada|mvelez_udea
730|Alexander Fernanda Giraldo Álvarez|CC|1072321088|Fijo|3024042385|alexander.alvarez730@gmail.com|Diagonal 86 #74-15|Sugerencia|2026-08-12 07:28:17|Correo electrónico|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Gato|Campus Medellín - Ciudad Universitaria|2026-09-11 07:28:17|En proceso|rquintero_udea
731|Diego José Ortiz Montoya|NIT|836909663|Corporativo|3143501674|diego.montoya731@outlook.com|Transversal 47 #62-12|Sugerencia|2026-04-17 12:29:39|Otro|Sugerencia de recordatorios|Propongo enviar recordatorios por correo o mensaje de texto antes de las citas programadas.|Perro|Campus Medellín - Edificio Antioquia|2026-05-17 12:29:39|Solucionada|rquintero_udea
732|Adriana Andrés Vargas Marín|NIT|896332324|Celular|3122004401|adriana.marin732@udea.edu.co|Diagonal 76 #31-31|Sugerencia|2026-02-14 09:56:12|Redes sociales|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Perro|Campus Medellín - Ciudad Universitaria|2026-03-16 09:56:12|Solucionada|admin_udea
733|Óscar Alejandro Zapata Vélez|CE|1035187589|Otro|3181636346|oscar.velez733@outlook.com|Transversal 114 #70-94|Sugerencia|2026-06-06 11:33:59|Correo electrónico|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi perro.|Perro|Campus en el Área de la salud|2026-07-06 11:33:59|Registrada|scardenas_udea
734|Valeria David Vargas Vargas|CE|1061229873|Fijo|3297210187|valeria.vargas734@udea.edu.co|Carrera 109 #14-77|Sugerencia|2026-09-07 07:51:11|Página web|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi gato se estresó durante la espera.|Gato|Campus Medellín - Ciudadela Robledo|2026-10-07 07:51:11|Solucionada|dgiraldo_udea
735|Ximena José Vargas Salazar|CE|1059261454|Corporativo|3283903445|ximena.salazar735@gmail.com|Avenida 91 #38-22|Sugerencia|2026-08-15 09:03:06|Teléfono|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi gato.|Gato|Campus Medellín - Edificio Antioquia|2026-09-14 09:03:06|En proceso|rquintero_udea
736|Camila José Higuita Giraldo|NIT|812430362|Corporativo|3273192076|camila.giraldo736@correo.com|Avenida 111 #85-28|Sugerencia|2026-04-07 12:08:28|Otro|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi perro se estresó durante la espera.|Perro|Campus Medellín - Edificio Antioquia|2026-05-07 12:08:28|Solucionada|jgomez_udea
737|Juliana Valentina Gómez Mejía|CE|1017195518|Otro|3101543277|juliana.mejia737@hotmail.com|Diagonal 63 #90-9|Sugerencia|2026-02-09 17:42:19|Página web|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi perro.|Perro|Campus en el Área de la salud|2026-03-11 17:42:19|Registrada|apineda_udea
738|Alejandra Esteban Ramírez Serna|TI|1038704950|Corporativo|3155984364|alejandra.serna738@correo.com|Avenida 103 #19-52|Sugerencia|2026-02-28 17:38:41|Presencial|Sugerencia de recordatorios|Propongo enviar recordatorios por correo o mensaje de texto antes de las citas programadas.|Perro|Campus Medellín - Ciudadela Robledo|2026-03-30 17:38:41|Registrada|jgomez_udea
739|Gabriela Cadavid Torres|TI|1001408143|Fijo|3243288602|gabriela.torres739@gmail.com|Avenida 13 #55-56|Sugerencia|2026-03-10 10:49:06|Presencial|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi otro se estresó durante la espera.|Otro|Campus Medellín - Edificio Antioquia|2026-04-09 10:49:06|En proceso|jbedoya_udea
740|Rodrigo Esteban Bedoya Gutiérrez|TI|1098678482|Corporativo|3223540209|rodrigo.gutierrez740@hotmail.com|Calle 49 #7-79|Sugerencia|2026-04-11 08:19:03|Correo electrónico|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi perro se estresó durante la espera.|Perro|Campus Medellín - Sede de Posgrado|2026-05-11 08:19:03|Registrada|fherrera_udea
741|Leonardo Camila Builes Álvarez|CE|1088615332|Fijo|3146145214|leonardo.alvarez741@outlook.com|Transversal 107 #85-13|Sugerencia|2026-07-20 08:57:33|Redes sociales|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi perro.|Perro|Campus Medellín - Edificio Antioquia|2026-08-19 08:57:33|En proceso|cparra_udea
742|David Antonia Pérez Builes|CC|1090978943|Otro|3258483373|david.builes742@udea.edu.co|Diagonal 70 #54-1|Sugerencia|2026-08-25 16:00:52|Redes sociales|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi perro se estresó durante la espera.|Perro|Campus Medellín - Edificio Antioquia|2026-09-24 16:00:52|En proceso|lrestrepo_udea
743|Valentina Camila Cadavid Franco|TI|1057272098|Otro|3148319518|valentina.franco743@hotmail.com|Transversal 66 #64-49|Sugerencia|2026-03-25 12:18:09|Redes sociales|Sugerencia de jornadas de vacunación|Sugiero realizar jornadas periódicas de vacunación gratuita en los distintos campus.|Gato|Campus Medellín - Ciudadela Robledo|2026-04-24 12:18:09|En proceso|lrestrepo_udea
744|Alexander David Jaramillo Ospina|PP|1021550386|Celular|3099726999|alexander.ospina744@udea.edu.co|Carrera 109 #51-27|Sugerencia|2026-05-24 14:08:53|Teléfono|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi perro.|Perro|Campus Medellín - Casas Patrimoniales|2026-06-23 14:08:53|Registrada|mtorres_udea
745|Mariana Antonia Mejía Cárdenas|PP|1013784240|Corporativo|3015751889|mariana.cardenas745@udea.edu.co|Avenida 13 #85-87|Sugerencia|2026-07-06 15:06:19|Página web|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi gato se estresó durante la espera.|Gato|Campus Medellín - Antigua Escuela de Derecho|2026-08-05 15:06:19|Solucionada|lrestrepo_udea
746|Sebastián David Sánchez Rodríguez|CC|1033221642|Fijo|3046935625|sebastian.rodriguez746@gmail.com|Calle 72 #57-46|Sugerencia|2026-02-10 07:41:17|Página web|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi perro se estresó durante la espera.|Perro|Campus en el Área de la salud|2026-03-12 07:41:17|Solucionada|jgomez_udea
747|Alejandra Antonia Ospina Builes|CE|1045411986|Otro|3013376430|alejandra.builes747@outlook.com|Avenida 14 #91-27|Sugerencia|2026-05-14 13:22:32|Presencial|Sugerencia de jornadas de vacunación|Sugiero realizar jornadas periódicas de vacunación gratuita en los distintos campus.|Perro|Campus Medellín - Sede de Posgrado|2026-06-13 13:22:32|Registrada|rquintero_udea
748|Mariana Sofía Castaño Higuita|NIT|874983999|Corporativo|3084105807|mariana.higuita748@correo.com|Transversal 50 #29-22|Sugerencia|2026-04-24 07:29:41|Presencial|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi gato se estresó durante la espera.|Gato|Campus Medellín - Edificio de Extensión|2026-05-24 07:29:41|Solucionada|mtorres_udea
749|Cristian Fernanda Higuita Gutiérrez|TI|1061383035|Corporativo|3145669474|cristian.gutierrez749@hotmail.com|Diagonal 51 #58-98|Sugerencia|2026-02-05 14:12:55|Redes sociales|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi otro se estresó durante la espera.|Otro|Campus Medellín - Antigua Escuela de Derecho|2026-03-07 14:12:55|Registrada|mvelez_udea
750|Paula Esteban Sánchez Quintero|PP|1073808280|Otro|3012023000|paula.quintero750@hotmail.com|Avenida 2 #94-34|Sugerencia|2026-01-22 09:05:35|Página web|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Otro|Campus Medellín - Ciudad Universitaria|2026-02-21 09:05:35|Registrada|admin_udea
751|Tatiana Andrés Sánchez Rodríguez|NIT|884352918|Celular|3111631777|tatiana.rodriguez751@hotmail.com|Calle 81 #97-33|Sugerencia|2026-01-11 13:44:29|Correo electrónico|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi perro se estresó durante la espera.|Perro|Campus Medellín - Edificio San Ignacio|2026-02-10 13:44:29|En proceso|jbedoya_udea
752|Natalia Fernanda Marín Duque|PP|1099096280|Celular|3053841907|natalia.duque752@gmail.com|Avenida 116 #17-66|Sugerencia|2026-01-20 16:17:17|Presencial|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi perro.|Perro|Campus Medellín - Ciudadela Robledo|2026-02-19 16:17:17|Solucionada|mtorres_udea
753|Melissa Antonia Gutiérrez Muñoz|CC|1096489197|Fijo|3298236336|melissa.munoz753@hotmail.com|Transversal 119 #50-68|Sugerencia|2026-08-28 09:03:55|Correo electrónico|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Perro|Campus Medellín - Edificio de Extensión|2026-09-27 09:03:55|En proceso|cparra_udea
754|Juan David Higuita Betancur|CC|1013937544|Corporativo|3298956032|juan.betancur754@udea.edu.co|Calle 102 #5-98|Sugerencia|2026-03-05 16:01:34|Página web|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi gato.|Gato|Campus Medellín - Sede de Posgrado|2026-04-04 16:01:34|En proceso|admin_udea
755|Alexander Valentina Ceballos Giraldo|TI|1070763025|Celular|3057879843|alexander.giraldo755@gmail.com|Transversal 55 #6-72|Sugerencia|2026-05-25 09:58:56|Página web|Sugerencia de jornadas de vacunación|Sugiero realizar jornadas periódicas de vacunación gratuita en los distintos campus.|Otro|Campus Medellín - Edificio San Ignacio|2026-06-24 09:58:56|En proceso|fherrera_udea
756|Santiago Fernanda Montoya Ortiz|NIT|827420454|Corporativo|3157376053|santiago.ortiz756@outlook.com|Diagonal 52 #75-78|Sugerencia|2026-07-01 08:54:56|Teléfono|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Otro|Campus Medellín - Casas Patrimoniales|2026-07-31 08:54:56|En proceso|rquintero_udea
757|Natalia David Villa Osorio|TI|1097803995|Otro|3272802524|natalia.osorio757@outlook.com|Diagonal 115 #78-42|Sugerencia|2026-07-10 15:28:50|Otro|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Gato|Campus en el Área de la salud|2026-08-09 15:28:50|En proceso|fherrera_udea
758|Angélica Uribe Serna|TI|1037933645|Celular|3212614509|angelica.serna758@udea.edu.co|Diagonal 114 #69-9|Sugerencia|2026-05-16 15:55:00|Otro|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi otro.|Otro|Campus en el Área de la salud|2026-06-15 15:55:00|Solucionada|dgiraldo_udea
759|Gabriela Andrés Ramírez Ríos|CC|1000286536|Corporativo|3069363324|gabriela.rios759@udea.edu.co|Transversal 69 #31-85|Sugerencia|2026-07-13 13:08:11|Página web|Sugerencia de jornadas de vacunación|Sugiero realizar jornadas periódicas de vacunación gratuita en los distintos campus.|Gato|Campus Medellín - Edificio San Ignacio|2026-08-12 13:08:11|En proceso|jbedoya_udea
760|Valentina Camila Betancourt Álvarez|PP|1005288306|Celular|3036731411|valentina.alvarez760@gmail.com|Diagonal 89 #13-61|Sugerencia|2026-02-26 17:54:59|Otro|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi perro.|Perro|Campus en el Área de la salud|2026-03-28 17:54:59|En proceso|dgiraldo_udea
761|Gabriela Camila Peña Restrepo|NIT|819319597|Otro|3009984803|gabriela.restrepo761@correo.com|Calle 74 #36-34|Sugerencia|2026-04-06 11:22:54|Página web|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi gato se estresó durante la espera.|Gato|Campus Medellín - Sede de Posgrado|2026-05-06 11:22:54|Registrada|jbedoya_udea
762|Sofía Camila Correa Duque|CE|1055255279|Corporativo|3039712637|sofia.duque762@hotmail.com|Transversal 86 #14-44|Sugerencia|2026-08-16 13:02:00|Página web|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Otro|Campus Medellín - Casas Patrimoniales|2026-09-15 13:02:00|Registrada|jgomez_udea
763|Santiago Sofía Salazar López|TI|1022513883|Celular|3091778905|santiago.lopez763@outlook.com|Diagonal 67 #71-13|Sugerencia|2026-05-22 16:24:27|Página web|Sugerencia de recordatorios|Propongo enviar recordatorios por correo o mensaje de texto antes de las citas programadas.|Gato|Campus Medellín - Casas Patrimoniales|2026-06-21 16:24:27|Registrada|jbedoya_udea
764|Daniela Serna Escobar|CC|1092494033|Otro|3086365967|daniela.escobar764@udea.edu.co|Avenida 11 #37-77|Sugerencia|2026-07-14 09:28:49|Redes sociales|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Otro|Campus en el Área de la salud|2026-08-13 09:28:49|Registrada|scardenas_udea
765|Paula Esteban Ortiz Zapata|TI|1077554168|Otro|3232262344|paula.zapata765@gmail.com|Transversal 119 #18-55|Sugerencia|2026-04-09 15:27:53|Correo electrónico|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi otro se estresó durante la espera.|Otro|Campus Medellín - Ciudad Universitaria|2026-05-09 15:27:53|Solucionada|jbedoya_udea
766|Ximena Alejandro Duque Marín|CC|1025674734|Otro|3142049556|ximena.marin766@gmail.com|Calle 106 #15-44|Sugerencia|2026-04-11 16:14:57|Página web|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi gato.|Gato|Campus Medellín - Casas Patrimoniales|2026-05-11 16:14:57|Registrada|apineda_udea
767|Manuela Antonia Vélez Serna|TI|1098609060|Corporativo|3052651493|manuela.serna767@outlook.com|Calle 115 #38-58|Sugerencia|2026-03-09 08:10:52|Correo electrónico|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Otro|Campus Medellín - Edificio de Extensión|2026-04-08 08:10:52|Solucionada|admin_udea
768|Santiago Antonia Cano Ramírez|NIT|807116966|Celular|3101034585|santiago.ramirez768@hotmail.com|Transversal 60 #31-9|Sugerencia|2026-06-22 09:06:21|Página web|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi gato se estresó durante la espera.|Gato|Campus en el Área de la salud|2026-07-22 09:06:21|Registrada|jbedoya_udea
769|Valeria Antonia Vargas Franco|TI|1013596717|Fijo|3232770244|valeria.franco769@correo.com|Calle 120 #10-31|Sugerencia|2026-05-17 09:14:00|Redes sociales|Sugerencia de canal de agendamiento|Sería útil contar con un canal de agendamiento en línea para las citas del hospital veterinario.|Perro|Campus Medellín - Ciudadela Robledo|2026-06-16 09:14:00|Solucionada|fherrera_udea
770|Mariana Restrepo Gutiérrez|CC|1001539601|Fijo|3149396141|mariana.gutierrez770@hotmail.com|Diagonal 20 #93-12|Sugerencia|2026-03-02 15:11:01|Página web|Sugerencia de jornadas de vacunación|Sugiero realizar jornadas periódicas de vacunación gratuita en los distintos campus.|Perro|Campus Medellín - Sede de Posgrado|2026-04-01 15:11:01|Solucionada|dgiraldo_udea
771|Nicolás José Franco Serna|PP|1082739036|Otro|3091436615|nicolas.serna771@udea.edu.co|N/A|Sugerencia|2026-09-19 12:24:48|Otro|Sugerencia de sala de espera diferenciada|Propongo habilitar una sala de espera diferenciada para perros y gatos, ya que mi gato se estresó durante la espera.|Gato|Campus Medellín - Ciudadela Robledo|2026-10-19 12:24:48|En proceso|dgiraldo_udea
772|Isabella Valentina Peña Betancur|CC|1029518482|Fijo|3062156536|isabella.betancur772@gmail.com|Avenida 16 #40-13|Sugerencia|2026-09-27 15:42:12|Redes sociales|Sugerencia de recordatorios|Propongo enviar recordatorios por correo o mensaje de texto antes de las citas programadas.|Perro|Campus Medellín - Edificio Antioquia|2026-10-27 15:42:12|Solucionada|scardenas_udea
773|Jorge José Franco Cárdenas|CE|1049441600|Otro|3196690483|jorge.cardenas773@outlook.com|Calle 14 #94-65|Sugerencia|2026-03-14 12:06:48|Presencial|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi perro.|Perro|Campus Medellín - Edificio San Ignacio|2026-04-13 12:06:48|En proceso|jbedoya_udea
774|Juan Esteban Álvarez Aristizábal|PP|1060519796|Corporativo|3165596044|juan.aristizabal774@outlook.com|Calle 23 #40-66|Sugerencia|2026-07-27 08:53:55|Otro|Sugerencia de ampliar horario|Sugiero ampliar el horario de atención los fines de semana para facilitar el acceso al servicio para casos como el de mi otro.|Otro|Campus Medellín - Ciudadela Robledo|2026-08-26 08:53:55|En proceso|dgiraldo_udea
