id|nombre_completo|tipo_documento|numero_documento|tipo_telefono|telefono_contacto|correo_electronico|direccion|tipo_solicitud|fecha_radicacion|canal_recepcion|asunto_titulo|descripcion_detallada|tipo_mascota|campus_relacionado|fecha_maxima_respuesta|estado_peticion|usuario_registro
593|Leonardo Andrés Marín Arboleda|PP|1042600013|Celular|3188602657|leonardo.arboleda593@hotmail.com|Transversal 42 #73-48|Queja|2026-02-12 08:25:12|Presencial|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi otro.|Otro|Campus Medellín - Edificio San Ignacio|2026-03-14 08:25:12|Registrada|lrestrepo_udea
594|Cristian Alejandro Builes Arboleda|PP|1004588467|Corporativo|3161601565|cristian.arboleda594@udea.edu.co|Carrera 88 #74-43|Queja|2026-01-28 08:03:23|Presencial|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi perro en el campus.|Perro|Campus Medellín - Sede de Posgrado|2026-02-27 08:03:23|En proceso|lrestrepo_udea
595|Valentina Andrés Sánchez Marín|TI|1061449179|Fijo|3179192156|valentina.marin595@hotmail.com|Carrera 67 #91-25|Queja|2026-08-21 14:12:43|Redes sociales|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi gato.|Gato|Campus Medellín - Edificio de Extensión|2026-09-20 14:12:43|En proceso|cparra_udea
596|Álvaro Andrés Londoño Mejía|TI|1059948541|Fijo|3097908171|alvaro.mejia596@gmail.com|Carrera 67 #94-24|Queja|2026-08-04 17:05:06|Presencial|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi otro.|Otro|Campus Medellín - Antigua Escuela de Derecho|2026-09-03 17:05:06|Registrada|fherrera_udea
597|Esteban Esteban Castaño Vélez|NIT|805296802|Otro|3086249102|esteban.velez597@outlook.com|Diagonal 33 #38-51|Queja|2026-09-01 08:35:45|Otro|Queja por información contradictoria|Recibí información contradictoria sobre el procedimiento a seguir con mi otro en dos visitas distintas.|Otro|Campus Medellín - Edificio San Ignacio|2026-10-01 08:35:45|Solucionada|rquintero_udea
598|Gabriela Valentina Giraldo Zapata|CC|1081367125|Otro|3036123261|gabriela.zapata598@correo.com|Transversal 103 #81-35|Queja|2026-04-09 10:33:55|Página web|Queja por incumplimiento de cita|La cita programada para mi gato no fue atendida en el horario acordado sin previa notificación.|Gato|Campus Medellín - Ciudadela Robledo|2026-05-09 10:33:55|Solucionada|apineda_udea
599|Mauricio Fernanda Peña Ortiz|CE|1060985672|Fijo|3186747823|mauricio.ortiz599@outlook.com|Calle 102 #84-25|Queja|2026-01-07 17:29:23|Redes sociales|Queja por falta de insumos|Presento queja porque no había insumos disponibles para la atención de mi perro el día de la visita.|Perro|Campus Medellín - Ciudadela Robledo|2026-02-06 17:29:23|Registrada|rquintero_udea
600|Valeria Valentina Cárdenas Castaño|CC|1095791234|Corporativo|3228691959|valeria.castano600@hotmail.com|Diagonal 3 #1-8|Queja|2026-08-26 14:15:05|Presencial|Queja por información contradictoria|Recibí información contradictoria sobre el procedimiento a seguir con mi gato en dos visitas distintas.|Gato|Campus Medellín - Edificio San Ignacio|2026-09-25 14:15:05|Solucionada|dgiraldo_udea
601|Carlos Esteban Sánchez Builes|CE|1003624123|Fijo|3294124203|carlos.builes601@gmail.com|Carrera 81 #81-31|Queja|2026-06-03 16:30:27|Presencial|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi gato en el campus.|Gato|Campus Medellín - Ciudad Universitaria|2026-07-03 16:30:27|Registrada|cparra_udea
602|Catalina David Castaño Gómez|CE|1042084133|Corporativo|3159847439|catalina.gomez602@udea.edu.co|Calle 50 #81-65|Queja|2026-04-02 15:40:01|Presencial|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi perro en el campus.|Perro|Campus Medellín - Edificio de Extensión|2026-05-02 15:40:01|En proceso|dgiraldo_udea
603|Carlos Fernanda Restrepo Álvarez|PP|1073770488|Corporativo|3288598135|carlos.alvarez603@outlook.com|Carrera 47 #28-18|Queja|2026-06-15 10:11:17|Otro|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi otro en el campus.|Otro|Campus Medellín - Ciudadela Robledo|2026-07-15 10:11:17|Solucionada|mtorres_udea
604|Iván Antonia Muñoz Uribe|CC|1008287629|Otro|3163265892|ivan.uribe604@hotmail.com|Carrera 98 #11-34|Queja|2026-02-17 13:36:04|Correo electrónico|Queja por información contradictoria|Recibí información contradictoria sobre el procedimiento a seguir con mi otro en dos visitas distintas.|Otro|Campus Medellín - Casas Patrimoniales|2026-03-19 13:36:04|Solucionada|admin_udea
605|Juliana Andrés Jaramillo Cárdenas|TI|1006940716|Fijo|3078525473|juliana.cardenas605@correo.com|Carrera 100 #69-55|Queja|2026-01-03 13:28:43|Teléfono|Queja por falta de insumos|Presento queja porque no había insumos disponibles para la atención de mi gato el día de la visita.|Gato|Campus en el Área de la salud|2026-02-02 13:28:43|En proceso|rquintero_udea
606|Leonardo Alejandro Cadavid Correa|NIT|815327977|Otro|3085795672|leonardo.correa606@correo.com|Carrera 94 #93-38|Queja|2026-05-13 08:23:25|Correo electrónico|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi otro en el campus.|Otro|Campus Medellín - Ciudadela Robledo|2026-06-12 08:23:25|En proceso|mvelez_udea
607|Óscar Alejandro López Vélez|NIT|831363248|Celular|3117817168|oscar.velez607@udea.edu.co|Avenida 103 #7-28|Queja|2026-06-18 11:13:13|Otro|Queja por información contradictoria|Recibí información contradictoria sobre el procedimiento a seguir con mi otro en dos visitas distintas.|Otro|Campus Medellín - Edificio Antioquia|2026-07-18 11:13:13|Registrada|lrestrepo_udea
608|Óscar David Álvarez Arboleda|CE|1030933778|Otro|3152159983|oscar.arboleda608@outlook.com|Diagonal 80 #10-53|Queja|2026-01-13 15:03:34|Otro|Queja por información contradictoria|Recibí información contradictoria sobre el procedimiento a seguir con mi gato en dos visitas distintas.|Gato|Campus Medellín - Antigua Escuela de Derecho|2026-02-12 15:03:34|Solucionada|admin_udea
609|Ximena Sofía Quintero Betancourt|PP|1017121964|Corporativo|3282788144|ximena.betancourt609@outlook.com|Carrera 78 #62-36|Queja|2026-01-21 16:28:01|Teléfono|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi gato.|Gato|Campus Medellín - Ciudad Universitaria|2026-02-20 16:28:01|Registrada|lrestrepo_udea
610|Emmanuel Fernanda Gómez Cadavid|NIT|804184606|Celular|3012191228|emmanuel.cadavid610@outlook.com|Calle 111 #32-91|Queja|2026-01-01 08:08:11|Teléfono|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi perro.|Perro|Campus Medellín - Ciudadela Robledo|2026-01-31 08:08:11|Registrada|rquintero_udea
611|Juliana David Bedoya Higuita|CE|1000726399|Celular|3281658351|juliana.higuita611@hotmail.com|Diagonal 46 #84-86|Queja|2026-02-10 09:59:31|Redes sociales|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi otro en el campus.|Otro|Campus Medellín - Edificio Antioquia|2026-03-12 09:59:31|Solucionada|mtorres_udea
612|Carolina Esteban Betancur Ríos|NIT|858333069|Otro|3052187293|carolina.rios612@correo.com|Calle 82 #71-69|Queja|2026-01-28 10:26:26|Presencial|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi perro en el campus.|Perro|Campus Medellín - Ciudad Universitaria|2026-02-27 10:26:26|Registrada|mvelez_udea
613|Felipe Fernanda Muñoz Herrera|TI|1013984807|Otro|3222033784|felipe.herrera613@udea.edu.co|N/A|Queja|2026-07-10 17:48:03|Correo electrónico|Queja por falta de insumos|Presento queja porque no había insumos disponibles para la atención de mi otro el día de la visita.|Otro|Campus Medellín - Edificio Antioquia|2026-08-09 17:48:03|En proceso|jgomez_udea
614|Valentina José Betancur Muñoz|NIT|835578576|Corporativo|3083593984|valentina.munoz614@correo.com|Avenida 94 #95-66|Queja|2026-09-05 10:31:30|Otro|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi gato.|Gato|Campus Medellín - Sede de Posgrado|2026-10-05 10:31:30|Solucionada|apineda_udea
615|Julián Alejandro Palacio Álvarez|CE|1094348205|Corporativo|3057294282|julian.alvarez615@hotmail.com|Diagonal 58 #94-13|Queja|2026-05-11 14:13:34|Correo electrónico|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi perro.|Perro|Campus en el Área de la salud|2026-06-10 14:13:34|Registrada|jbedoya_udea
616|Jorge Alejandro Salazar Palacio|PP|1071636480|Fijo|3042684829|jorge.palacio616@hotmail.com|N/A|Queja|2026-08-14 10:02:29|Teléfono|Queja por incumplimiento de cita|La cita programada para mi perro no fue atendida en el horario acordado sin previa notificación.|Perro|Campus Medellín - Edificio San Ignacio|2026-09-13 10:02:29|Solucionada|lrestrepo_udea
617|Mariana Antonia Cano Ramírez|PP|1004412611|Otro|3256096344|mariana.ramirez617@udea.edu.co|Transversal 96 #49-35|Queja|2026-03-28 09:09:18|Teléfono|Queja por información contradictoria|Recibí información contradictoria sobre el procedimiento a seguir con mi otro en dos visitas distintas.|Otro|Campus en el Área de la salud|2026-04-27 09:09:18|Registrada|jbedoya_udea
618|Ricardo Correa Serna|CE|1013934673|Celular|3068272163|ricardo.serna618@gmail.com|N/A|Queja|2026-02-23 17:43:25|Correo electrónico|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi perro en el campus.|Perro|Campus Medellín - Ciudadela Robledo|2026-03-25 17:43:25|Registrada|jbedoya_udea
619|Diego Antonia Betancourt Ospina|CC|1053497087|Fijo|3157447180|diego.ospina619@hotmail.com|Diagonal 116 #88-51|Queja|2026-09-15 09:12:08|Presencial|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi perro.|Perro|Campus Medellín - Edificio de Extensión|2026-10-15 09:12:08|Registrada|jbedoya_udea
620|Adriana Fernanda Salazar Zuluaga|CC|1018337812|Celular|3265182471|adriana.zuluaga620@gmail.com|N/A|Queja|2026-06-27 10:41:14|Otro|Queja por incumplimiento de cita|La cita programada para mi otro no fue atendida en el horario acordado sin previa notificación.|Otro|Campus Medellín - Ciudadela Robledo|2026-07-27 10:41:14|En proceso|lrestrepo_udea
621|Laura Sofía Peña Álvarez|TI|1003157170|Celular|3089081179|laura.alvarez621@hotmail.com|Avenida 109 #57-89|Queja|2026-09-22 12:24:41|Otro|Queja por información contradictoria|Recibí información contradictoria sobre el procedimiento a seguir con mi otro en dos visitas distintas.|Otro|Campus Medellín - Edificio Antioquia|2026-10-22 12:24:41|Solucionada|jbedoya_udea
622|Isabella Sofía Londoño Salazar|CC|1013041162|Fijo|3034383369|isabella.salazar622@outlook.com|N/A|Queja|2026-07-28 15:17:33|Página web|Queja por falta de insumos|Presento queja porque no había insumos disponibles para la atención de mi otro el día de la visita.|Otro|Campus en el Área de la salud|2026-08-27 15:17:33|Registrada|lrestrepo_udea
623|Angélica Andrés Gutiérrez Vélez|CE|1048344381|Corporativo|3028408233|angelica.velez623@correo.com|Transversal 113 #91-94|Queja|2026-01-22 14:03:51|Correo electrónico|Queja por incumplimiento de cita|La cita programada para mi otro no fue atendida en el horario acordado sin previa notificación.|Otro|Campus Medellín - Edificio de Extensión|2026-02-21 14:03:51|Registrada|admin_udea
624|Laura Andrés Ramírez Vargas|PP|1014231754|Fijo|3076496052|laura.vargas624@gmail.com|N/A|Queja|2026-06-07 09:09:36|Presencial|Queja por incumplimiento de cita|La cita programada para mi perro no fue atendida en el horario acordado sin previa notificación.|Perro|Campus en el Área de la salud|2026-07-07 09:09:36|Registrada|dgiraldo_udea
625|Fernando Sofía Jaramillo Vargas|CC|1031448742|Otro|3265152364|fernando.vargas625@udea.edu.co|Transversal 91 #57-74|Queja|2026-03-06 17:00:40|Presencial|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi gato.|Gato|Campus Medellín - Antigua Escuela de Derecho|2026-04-05 17:00:40|En proceso|jbedoya_udea
626|Andrés José Aristizábal Franco|PP|1041325248|Fijo|3027017158|andres.franco626@udea.edu.co|Transversal 30 #19-23|Queja|2026-07-26 07:35:37|Otro|Queja por información contradictoria|Recibí información contradictoria sobre el procedimiento a seguir con mi perro en dos visitas distintas.|Perro|Campus Medellín - Antigua Escuela de Derecho|2026-08-25 07:35:37|Registrada|rquintero_udea
627|Fernando Esteban Jaramillo Gómez|TI|1078362846|Corporativo|3141847164|fernando.gomez627@correo.com|Transversal 74 #83-4|Queja|2026-04-16 15:49:02|Otro|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi perro.|Perro|Campus Medellín - Sede de Posgrado|2026-05-16 15:49:02|Solucionada|mvelez_udea
628|Paula Antonia Escobar Ocampo|TI|1093058186|Corporativo|3166170370|paula.ocampo628@hotmail.com|Diagonal 27 #14-62|Queja|2026-03-13 12:29:55|Página web|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi perro.|Perro|Campus Medellín - Ciudad Universitaria|2026-04-12 12:29:55|Solucionada|dgiraldo_udea
629|Angélica Alejandro Builes Mejía|PP|1082851144|Celular|3084759667|angelica.mejia629@correo.com|Transversal 71 #77-16|Queja|2026-01-12 10:29:27|Teléfono|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi otro.|Otro|Campus Medellín - Sede de Posgrado|2026-02-11 10:29:27|En proceso|jgomez_udea
630|Leonardo Valentina Escobar Restrepo|CC|1057325288|Corporativo|3152956927|leonardo.restrepo630@udea.edu.co|Calle 17 #85-70|Queja|2026-06-17 07:50:23|Página web|Queja por falta de insumos|Presento queja porque no había insumos disponibles para la atención de mi perro el día de la visita.|Perro|Campus Medellín - Casas Patrimoniales|2026-07-17 07:50:23|En proceso|admin_udea
631|Fernando Valentina Marín Correa|PP|1011200350|Celular|3233476655|fernando.correa631@udea.edu.co|Carrera 53 #36-34|Queja|2026-02-10 07:36:06|Redes sociales|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi otro.|Otro|Campus Medellín - Edificio San Ignacio|2026-03-12 07:36:06|Solucionada|cparra_udea
632|Álvaro Esteban Serna Restrepo|PP|1031288359|Fijo|3276676098|alvaro.restrepo632@outlook.com|Carrera 98 #16-31|Queja|2026-05-18 12:54:57|Teléfono|Queja por incumplimiento de cita|La cita programada para mi otro no fue atendida en el horario acordado sin previa notificación.|Otro|Campus Medellín - Edificio Antioquia|2026-06-17 12:54:57|En proceso|cparra_udea
633|Nicolás Valentina Palacio Ospina|PP|1069275482|Otro|3244081191|nicolas.ospina633@udea.edu.co|Carrera 108 #22-50|Queja|2026-01-28 16:16:07|Redes sociales|Queja por falta de insumos|Presento queja porque no había insumos disponibles para la atención de mi otro el día de la visita.|Otro|Campus Medellín - Edificio San Ignacio|2026-02-27 16:16:07|Registrada|lrestrepo_udea
634|Nicolás Vargas Aristizábal|CC|1088916735|Corporativo|3239503285|nicolas.aristizabal634@outlook.com|Carrera 119 #2-23|Queja|2026-07-08 08:42:41|Página web|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi perro.|Perro|Campus Medellín - Ciudad Universitaria|2026-08-07 08:42:41|Registrada|cparra_udea
635|Ricardo José Jaramillo Osorio|PP|1089438110|Fijo|3293907069|ricardo.osorio635@udea.edu.co|Avenida 74 #11-26|Queja|2026-02-13 08:49:36|Página web|Queja por falta de insumos|Presento queja porque no había insumos disponibles para la atención de mi otro el día de la visita.|Otro|Campus Medellín - Edificio San Ignacio|2026-03-15 08:49:36|Registrada|cparra_udea
636|Nicolás Alejandro Zuluaga Escobar|CE|1038661663|Celular|3285424260|nicolas.escobar636@udea.edu.co|Transversal 91 #16-91|Queja|2026-06-19 16:29:30|Presencial|Queja por falta de insumos|Presento queja porque no había insumos disponibles para la atención de mi gato el día de la visita.|Gato|Campus Medellín - Sede de Posgrado|2026-07-19 16:29:30|En proceso|rquintero_udea
637|Leonardo Higuita Bedoya|TI|1002021251|Otro|3265790563|leonardo.bedoya637@hotmail.com|Calle 8 #39-22|Queja|2026-04-01 08:41:16|Teléfono|Queja por información contradictoria|Recibí información contradictoria sobre el procedimiento a seguir con mi otro en dos visitas distintas.|Otro|Campus Medellín - Ciudad Universitaria|2026-05-01 08:41:16|Solucionada|rquintero_udea
638|Camila Andrés Duque Quintero|NIT|896316321|Otro|3284602526|camila.quintero638@gmail.com|Avenida 102 #88-77|Queja|2026-05-18 16:43:42|Correo electrónico|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi gato.|Gato|Campus en el Área de la salud|2026-06-17 16:43:42|Registrada|apineda_udea
639|Andrés Andrés Ortiz Zuluaga|CC|1004520651|Corporativo|3212420037|andres.zuluaga639@hotmail.com|Calle 52 #85-76|Queja|2026-04-23 11:27:47|Teléfono|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi perro en el campus.|Perro|Campus Medellín - Ciudadela Robledo|2026-05-23 11:27:47|En proceso|lrestrepo_udea
640|Laura José Palacio Builes|NIT|861186226|Celular|3133575131|laura.builes640@gmail.com|Avenida 80 #82-3|Queja|2026-04-27 07:45:24|Otro|Queja por información contradictoria|Recibí información contradictoria sobre el procedimiento a seguir con mi perro en dos visitas distintas.|Perro|Campus Medellín - Antigua Escuela de Derecho|2026-05-27 07:45:24|Registrada|admin_udea
641|Gabriela Sofía Mejía López|CE|1086341576|Fijo|3205950735|gabriela.lopez641@gmail.com|Transversal 113 #42-74|Queja|2026-05-18 13:30:01|Teléfono|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi otro.|Otro|Campus Medellín - Edificio de Extensión|2026-06-17 13:30:01|Registrada|jgomez_udea
642|María Camila Ocampo Vélez|CE|1000530558|Celular|3196105975|maria.velez642@outlook.com|Carrera 3 #70-84|Queja|2026-07-11 16:59:07|Página web|Queja por falta de insumos|Presento queja porque no había insumos disponibles para la atención de mi otro el día de la visita.|Otro|Campus Medellín - Sede de Posgrado|2026-08-10 16:59:07|Registrada|cparra_udea
643|Carlos Valentina Ocampo Torres|TI|1065164801|Corporativo|3215729503|carlos.torres643@gmail.com|Carrera 65 #4-72|Queja|2026-05-01 16:55:21|Presencial|Queja por incumplimiento de cita|La cita programada para mi otro no fue atendida en el horario acordado sin previa notificación.|Otro|Campus Medellín - Edificio San Ignacio|2026-05-31 16:55:21|En proceso|lrestrepo_udea
644|Santiago Sofía Serna Giraldo|CE|1048924711|Celular|3025878735|santiago.giraldo644@gmail.com|Avenida 118 #22-79|Queja|2026-04-20 08:21:08|Teléfono|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi otro en el campus.|Otro|Campus Medellín - Ciudad Universitaria|2026-05-20 08:21:08|Registrada|mtorres_udea
645|Fernando Alejandro Betancur Gutiérrez|CE|1034870679|Celular|3109160315|fernando.gutierrez645@correo.com|Transversal 100 #3-27|Queja|2026-03-08 11:34:43|Redes sociales|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi perro en el campus.|Perro|Campus Medellín - Ciudadela Robledo|2026-04-07 11:34:43|Solucionada|scardenas_udea
646|Catalina Ramírez Rodríguez|NIT|891424448|Corporativo|3096183714|catalina.rodriguez646@udea.edu.co|Transversal 110 #23-91|Queja|2026-07-23 12:31:34|Teléfono|Queja por información contradictoria|Recibí información contradictoria sobre el procedimiento a seguir con mi gato en dos visitas distintas.|Gato|Campus Medellín - Edificio Antioquia|2026-08-22 12:31:34|Registrada|lrestrepo_udea
647|Juliana David Mejía Zuluaga|TI|1064423978|Fijo|3157979422|juliana.zuluaga647@udea.edu.co|Diagonal 27 #57-81|Queja|2026-04-20 09:51:39|Página web|Queja por incumplimiento de cita|La cita programada para mi gato no fue atendida en el horario acordado sin previa notificación.|Gato|Campus Medellín - Antigua Escuela de Derecho|2026-05-20 09:51:39|Solucionada|dgiraldo_udea
648|Ximena Betancur Peña|CE|1004831302|Otro|3267978693|ximena.pena648@udea.edu.co|Diagonal 42 #87-27|Queja|2026-08-19 16:35:59|Presencial|Queja por incumplimiento de cita|La cita programada para mi gato no fue atendida en el horario acordado sin previa notificación.|Gato|Campus Medellín - Edificio Antioquia|2026-09-18 16:35:59|Registrada|jgomez_udea
649|Paula Valentina Duque Restrepo|CE|1041985369|Corporativo|3047801578|paula.restrepo649@udea.edu.co|Calle 96 #17-39|Queja|2026-04-04 12:49:19|Página web|Queja por falta de insumos|Presento queja porque no había insumos disponibles para la atención de mi gato el día de la visita.|Gato|Campus Medellín - Antigua Escuela de Derecho|2026-05-04 12:49:19|En proceso|mtorres_udea
650|Camila José Ocampo Álvarez|CC|1089908065|Fijo|3179700697|camila.alvarez650@hotmail.com|Calle 94 #19-80|Queja|2026-09-07 08:29:03|Redes sociales|Queja por incumplimiento de cita|La cita programada para mi perro no fue atendida en el horario acordado sin previa notificación.|Perro|Campus en el Área de la salud|2026-10-07 08:29:03|Registrada|jgomez_udea
651|Mauricio Antonia Uribe Mejía|PP|1051558310|Corporativo|3101688948|mauricio.mejia651@hotmail.com|Diagonal 28 #37-16|Queja|2026-09-17 16:56:14|Otro|Queja por incumplimiento de cita|La cita programada para mi gato no fue atendida en el horario acordado sin previa notificación.|Gato|Campus Medellín - Casas Patrimoniales|2026-10-17 16:56:14|Registrada|admin_udea
652|Camila Alejandro Escobar Cadavid|NIT|864201926|Otro|3075824254|camila.cadavid652@udea.edu.co|Carrera 75 #34-2|Queja|2026-03-23 14:24:24|Página web|Queja por falta de insumos|Presento queja porque no había insumos disponibles para la atención de mi otro el día de la visita.|Otro|Campus Medellín - Edificio Antioquia|2026-04-22 14:24:24|Solucionada|fherrera_udea
653|Alejandra David Torres Giraldo|CE|1030105220|Fijo|3063551998|alejandra.giraldo653@udea.edu.co|Transversal 96 #89-48|Queja|2026-07-25 17:38:35|Presencial|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi gato en el campus.|Gato|Campus Medellín - Sede de Posgrado|2026-08-24 17:38:35|En proceso|lrestrepo_udea
654|Valentina José Montoya Zuluaga|PP|1054634619|Fijo|3154107152|valentina.zuluaga654@udea.edu.co|Diagonal 1 #39-43|Queja|2026-03-08 11:00:18|Correo electrónico|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi otro en el campus.|Otro|Campus Medellín - Ciudadela Robledo|2026-04-07 11:00:18|En proceso|fherrera_udea
655|Carlos Camila Villa Mejía|CC|1066696373|Fijo|3068477293|carlos.mejia655@correo.com|N/A|Queja|2026-09-25 10:40:45|Página web|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi perro en el campus.|Perro|Campus Medellín - Ciudad Universitaria|2026-10-25 10:40:45|En proceso|lrestrepo_udea
656|Sebastián Alejandro Marín Escobar|PP|1000348748|Celular|3275969574|sebastian.escobar656@outlook.com|Transversal 51 #3-91|Queja|2026-01-13 10:20:04|Página web|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi perro.|Perro|Campus Medellín - Edificio San Ignacio|2026-02-12 10:20:04|Registrada|jbedoya_udea
657|Angélica David Villa Zuluaga|TI|1092996136|Celular|3186975554|angelica.zuluaga657@gmail.com|Carrera 76 #4-77|Queja|2026-08-04 10:45:39|Redes sociales|Queja por falta de insumos|Presento queja porque no había insumos disponibles para la atención de mi gato el día de la visita.|Gato|Campus en el Área de la salud|2026-09-03 10:45:39|En proceso|jbedoya_udea
658|Rodrigo Fernanda Gutiérrez Ocampo|CE|1025841437|Corporativo|3067939795|rodrigo.ocampo658@hotmail.com|Transversal 30 #15-26|Queja|2026-06-14 11:26:06|Teléfono|Queja por incumplimiento de cita|La cita programada para mi gato no fue atendida en el horario acordado sin previa notificación.|Gato|Campus Medellín - Edificio de Extensión|2026-07-14 11:26:06|Registrada|jgomez_udea
659|David Andrés Cárdenas Vargas|TI|1035431100|Celular|3145181714|david.vargas659@gmail.com|N/A|Queja|2026-04-20 11:01:49|Teléfono|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi otro.|Otro|Campus Medellín - Edificio Antioquia|2026-05-20 11:01:49|Registrada|jbedoya_udea
660|Iván Fernanda Sánchez Higuita|PP|1022860361|Fijo|3097160977|ivan.higuita660@gmail.com|Diagonal 98 #48-19|Queja|2026-06-15 14:12:21|Redes sociales|Queja por falta de insumos|Presento queja porque no había insumos disponibles para la atención de mi gato el día de la visita.|Gato|Campus Medellín - Edificio Antioquia|2026-07-15 14:12:21|En proceso|scardenas_udea
661|Diego Camila Álvarez Duque|CC|1021194690|Celular|3005603628|diego.duque661@hotmail.com|Diagonal 79 #62-27|Queja|2026-09-09 10:16:28|Redes sociales|Queja por información contradictoria|Recibí información contradictoria sobre el procedimiento a seguir con mi gato en dos visitas distintas.|Gato|Campus Medellín - Ciudadela Robledo|2026-10-09 10:16:28|En proceso|lrestrepo_udea
662|Diego Fernanda Betancourt Vargas|PP|1017165861|Fijo|3295514315|diego.vargas662@hotmail.com|Carrera 28 #67-5|Queja|2026-02-11 07:59:09|Presencial|Queja por información contradictoria|Recibí información contradictoria sobre el procedimiento a seguir con mi gato en dos visitas distintas.|Gato|Campus en el Área de la salud|2026-03-13 07:59:09|Solucionada|jgomez_udea
663|Hernán José Álvarez Sánchez|CE|1014685876|Celular|3176098533|hernan.sanchez663@correo.com|Calle 9 #33-44|Queja|2026-07-17 11:27:10|Teléfono|Queja por demora en la atención|Deseo presentar una queja por el largo tiempo de espera que tuve para ser atendido con mi perro en el campus.|Perro|Campus Medellín - Ciudadela Robledo|2026-08-16 11:27:10|En proceso|fherrera_udea
664|María Andrés Quintero Restrepo|PP|1038503391|Celular|3037106170|maria.restrepo664@hotmail.com|Transversal 67 #46-76|Queja|2026-05-07 12:42:44|Teléfono|Queja por incumplimiento de cita|La cita programada para mi perro no fue atendida en el horario acordado sin previa notificación.|Perro|Campus en el Área de la salud|2026-06-06 12:42:44|Registrada|apineda_udea
665|Paula Esteban Castaño Higuita|CC|1021877455|Otro|3061349453|paula.higuita665@hotmail.com|Diagonal 7 #27-21|Queja|2026-01-24 16:41:51|Redes sociales|Queja por incumplimiento de cita|La cita programada para mi otro no fue atendida en el horario acordado sin previa notificación.|Otro|Campus en el Área de la salud|2026-02-23 16:41:51|En proceso|lrestrepo_udea
666|Melissa Escobar Herrera|CC|1097582531|Corporativo|3029846332|melissa.herrera666@udea.edu.co|Transversal 71 #64-30|Queja|2026-01-13 08:20:07|Otro|Queja por trato del personal|Quiero manifestar mi inconformidad con el trato recibido por parte de uno de los funcionarios durante la atención de mi perro.|Perro|Campus Medellín - Edificio San Ignacio|2026-02-12 08:20:07|Registrada|mvelez_udea
